text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,love,worried,disappointed,proud,embarrassed,jealous,calm,excited
"Bạn mình nhận xét Mở khăn lau bếp ra thấy mùi nhựa nồng, cảm giác khó chịu và không muốn dùng ngay luôn.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mẹ mình bảo Mình lo túi chườm lạnh không phải hàng chuẩn vì tem nhãn in khá mờ luôn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mẹ mình bảo bông tẩy trang dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua khẩu trang y tế khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao nên chắc mình sẽ theo dõi thêm.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Tui thấy Shop gói lược chải chó mèo cẩn thận, nhận hàng xong mình tin tưởng hơn nhiều nhưng giá này vẫn chấp nhận được.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lần đầu mua Ban đầu mình sợ kẹp giấy màu không hợp, dùng thử rồi thấy ổn hơn tưởng nha.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mẹ mình bảo cà phê rang xay nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mua lược chải chó mèo về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ nên chắc mình sẽ theo dõi thêm.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Bạn mình nhận xét son dưỡng môi nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay đóng gói nhìn khá gọn.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Mẹ mình bảo ngũ cốc granola có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc mong shop giữ chất lượng như vậy.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Lần đầu mua bình tưới cây bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê á.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong Màu của bình uống nước trẻ em lệch với ảnh, mình hụt hẫng vì đã chọn rất kỹ nha.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mình đặt thử ốp điện thoại trong suốt đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn đóng gói nhìn khá gọn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Săn mã giảm giá xong Đặt túi chườm lạnh lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ á.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Săn mã giảm giá xong Dùng lược massage da đầu vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm á.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"đèn bàn kẹp cạnh nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng á.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Săn mã giảm giá xong Mình lo hộp quà giấy không phải hàng chuẩn vì tem nhãn in khá mờ luôn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lần đầu mua Giao đèn ngủ hình thú trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực đóng gói nhìn khá gọn.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Lần đầu mua bình lọc nước giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được nhưng giá này vẫn chấp nhận được.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy sách tô màu khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao nha.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong Mình háo hức mở áo thun form rộng, kết quả ổn thôi chứ chưa quá xuất sắc luôn.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Tui thấy Dùng vớ cổ cao vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mình đặt thử Mình mở khung treo ảnh ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm á.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Tui thấy webcam học online bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê mong shop giữ chất lượng như vậy.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử Đặt áo yếm cho bé để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu và mình đã quay clip mở hàng.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Săn mã giảm giá xong Mình lo bình tưới cây không phải hàng chuẩn vì tem nhãn in khá mờ lần sau chắc mình sẽ cân nhắc kỹ hơn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mình đặt thử Mua vớ cổ cao về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Săn mã giảm giá xong Đang chờ dùng máy xay sinh tố cầm tay lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Săn mã giảm giá xong Canh sale mua được chậu cây để bàn giá tốt, cảm giác lời thật sự á.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Săn mã giảm giá xong kem dưỡng tay đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Tui thấy đồ chơi xếp hình có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc nên chắc mình sẽ theo dõi thêm.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Lần đầu mua Đặt bình tưới cây lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ nên chắc mình sẽ theo dõi thêm.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mẹ mình bảo Canh sale mua được ruột gối nằm giá tốt, cảm giác lời thật sự và mình đã quay clip mở hàng.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Tui thấy Đặt bát ăn cho mèo lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ nha.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lần đầu mua bộ ga gối khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao nha.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét Đặt móc treo quần áo lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bạn mình nhận xét Đặt túi chườm lạnh để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu nhưng giá này vẫn chấp nhận được.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong ví mini nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay nhưng giá này vẫn chấp nhận được.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Săn mã giảm giá xong Mình háo hức mở giá sách để bàn, kết quả ổn thôi chứ chưa quá xuất sắc đóng gói nhìn khá gọn.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Săn mã giảm giá xong váy midi làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc đóng gói nhìn khá gọn.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Màu của kẹp giấy màu lệch với ảnh, mình hụt hẫng vì đã chọn rất kỹ và mình đã quay clip mở hàng.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét bông tẩy trang đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút nhưng giá này vẫn chấp nhận được.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Lần đầu mua Đang chờ dùng dây dắt thú cưng lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tui thấy Mình háo hức mở ngũ cốc granola, kết quả ổn thôi chứ chưa quá xuất sắc mong shop giữ chất lượng như vậy.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Bạn mình nhận xét Canh sale mua được kệ góc phòng tắm giá tốt, cảm giác lời thật sự mong shop giữ chất lượng như vậy.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mẹ mình bảo áo khoác chống nắng khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao nhưng giá này vẫn chấp nhận được.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét Mua ấm siêu tốc về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ nha.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Đặt nước sốt trộn salad để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu nhưng giá này vẫn chấp nhận được.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua hạt dinh dưỡng mix nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Bạn mình nhận xét ốp điện thoại trong suốt có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc nha.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mua khung treo ảnh làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng nên chắc mình sẽ theo dõi thêm.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Tui thấy kẹp giấy màu về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu mong shop giữ chất lượng như vậy.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Săn mã giảm giá xong khẩu trang y tế về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu nhưng giá này vẫn chấp nhận được.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Săn mã giảm giá xong kem dưỡng tay đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút nhưng giá này vẫn chấp nhận được.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Mua nến thơm về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mình đặt thử Đang chờ dùng váy midi lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Lần đầu mua Dùng băng gạc cá nhân vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm luôn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"balo laptop đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút á.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Mua khăn lau bếp về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ đóng gói nhìn khá gọn.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Tui thấy Dùng quạt mini để bàn vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm mong shop giữ chất lượng như vậy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy loa mini để bàn nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mẹ mình bảo nến thơm đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút nha.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Lần đầu mua Mình lo ngũ cốc granola không phải hàng chuẩn vì tem nhãn in khá mờ luôn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"máy xay sinh tố cầm tay đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn đóng gói nhìn khá gọn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mẹ mình bảo áo khoác chống nắng có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn đóng gói nhìn khá gọn.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Lần đầu mua kẹp giấy màu khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao á.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua khăn choàng mỏng nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại á.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Săn mã giảm giá xong tai nghe chụp tai giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được nên chắc mình sẽ theo dõi thêm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nhìn bạn mua bánh gạo lứt màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn đóng gói nhìn khá gọn.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Mình đặt thử Mở balo laptop ra thấy mùi nhựa nồng, cảm giác khó chịu và không muốn dùng ngay nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Mình đặt thử Đặt bìa hồ sơ nhựa lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ và mình đã quay clip mở hàng.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bạn mình nhận xét quần short kaki làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc mong shop giữ chất lượng như vậy.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Mẹ mình bảo Giao tai nghe chụp tai trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Tui thấy Giao quạt mini để bàn trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Săn mã giảm giá xong Mình lo sữa rửa mặt dịu nhẹ không phải hàng chuẩn vì tem nhãn in khá mờ lần sau chắc mình sẽ cân nhắc kỹ hơn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bạn mình nhận xét rèm cửa sổ bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê đóng gói nhìn khá gọn.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong sữa rửa mặt dịu nhẹ về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu á.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Bạn mình nhận xét Canh sale mua được cáp chuyển đổi type C giá tốt, cảm giác lời thật sự á.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mình đặt thử khung treo ảnh nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Bạn mình nhận xét miếng dán giữ nhiệt nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng và mình đã quay clip mở hàng.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Tui thấy Màu của bộ muỗng nĩa inox lệch với ảnh, mình hụt hẫng vì đã chọn rất kỹ và mình đã quay clip mở hàng.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mẹ mình bảo tinh dầu phòng ngủ về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu đóng gói nhìn khá gọn.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Đặt kem dưỡng tay để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Tui thấy Đặt bình lọc nước lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Săn mã giảm giá xong Đặt đồ chơi xếp hình để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu á.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua hộp quà giấy có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc mong shop giữ chất lượng như vậy.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Nhìn bạn mua chậu cây để bàn màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn luôn.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Bạn mình nhận xét Dùng nước hoa mini vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm á.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mình đặt thử Ban đầu mình sợ lược massage da đầu không hợp, dùng thử rồi thấy ổn hơn tưởng và mình đã quay clip mở hàng.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mình đặt thử Đặt hộp quà giấy để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu và mình đã quay clip mở hàng.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử Đang chờ dùng vớ cổ cao lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền và mình đã quay clip mở hàng.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bạn mình nhận xét sổ ghi chú giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được nên chắc mình sẽ theo dõi thêm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy Canh sale mua được lược massage da đầu giá tốt, cảm giác lời thật sự luôn.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"bình lọc nước về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Tui thấy bộ muỗng nĩa inox nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay mong shop giữ chất lượng như vậy.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Mình đặt thử Đang chờ dùng kem dưỡng tay lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"bánh gạo lứt đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn á.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mẹ mình bảo Dùng nước hoa mini vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm nha.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lần đầu mua bông tẩy trang nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Canh sale mua được chuột gaming giá tốt, cảm giác lời thật sự",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Lần đầu mua lược chải chó mèo đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn nha.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Săn mã giảm giá xong đồ chơi xếp hình hợp nhu cầu của mình hơn dự đoán, dùng xong thấy nhẹ nhõm và vui",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Bạn mình nhận xét trà đào túi lọc đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn mong shop giữ chất lượng như vậy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy bình tưới cây về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Bạn mình nhận xét nến thơm làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc luôn.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Bạn mình nhận xét mũ lưỡi trai khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao luôn.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua trà đào túi lọc có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong Shop gói quạt mini để bàn cẩn thận, nhận hàng xong mình tin tưởng hơn nhiều đóng gói nhìn khá gọn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy Đặt bông tẩy trang lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ luôn.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bạn mình nhận xét vòng cổ thú cưng đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút đóng gói nhìn khá gọn.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Mình đặt thử Nhìn bạn mua bánh gạo lứt màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn á.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Bạn mình nhận xét khăn sữa khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao mong shop giữ chất lượng như vậy.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử bông tẩy trang làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc nhưng giá này vẫn chấp nhận được.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Mình đặt thử lược massage da đầu nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Đang chờ dùng cà phê rang xay lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền á.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Lần đầu mua Canh sale mua được móc treo quần áo giá tốt, cảm giác lời thật sự luôn.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Tui thấy Dùng máy xay sinh tố cầm tay vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mua khăn choàng mỏng làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Mình đặt thử chậu cây để bàn giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được mong shop giữ chất lượng như vậy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy Mình mở nước hoa mini ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm nên chắc mình sẽ theo dõi thêm.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Săn mã giảm giá xong son dưỡng môi giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được mong shop giữ chất lượng như vậy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy Ban đầu mình sợ khăn choàng mỏng không hợp, dùng thử rồi thấy ổn hơn tưởng nên chắc mình sẽ theo dõi thêm.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Săn mã giảm giá xong Ban đầu mình sợ hạt dinh dưỡng mix không hợp, dùng thử rồi thấy ổn hơn tưởng á.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mình đặt thử vớ cổ cao hợp nhu cầu của mình hơn dự đoán, dùng xong thấy nhẹ nhõm và vui á.",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Mẹ mình bảo quạt mini để bàn có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn nha.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Tui thấy Mình mở khăn choàng mỏng ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm nên chắc mình sẽ theo dõi thêm.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Săn mã giảm giá xong Đang chờ dùng bánh gạo lứt lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền đóng gói nhìn khá gọn.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"son dưỡng môi bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê mong shop giữ chất lượng như vậy.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét bông tẩy trang giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được nên chắc mình sẽ theo dõi thêm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bạn mình nhận xét Đặt bút màu nước để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu mong shop giữ chất lượng như vậy.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Mình lo ốp điện thoại trong suốt không phải hàng chuẩn vì tem nhãn in khá mờ nhưng giá này vẫn chấp nhận được.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mẹ mình bảo Mình lo khẩu trang y tế không phải hàng chuẩn vì tem nhãn in khá mờ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lần đầu mua Dùng cáp chuyển đổi type C vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm đóng gói nhìn khá gọn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Săn mã giảm giá xong hạt dinh dưỡng mix nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng nên chắc mình sẽ theo dõi thêm.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Săn mã giảm giá xong Mình mở trà đào túi lọc ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm nha.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Lần đầu mua hộp quà giấy dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử Mua kem dưỡng tay làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Bạn mình nhận xét Đặt đồ chơi xếp hình lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ và mình đã quay clip mở hàng.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mẹ mình bảo áo choàng tắm về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu luôn.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
