text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,love,worried,disappointed,proud,embarrassed,jealous,calm,excited
Em cần tìm định hướng và bản lĩnh cho chính mình.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nghe chia sẻ giúp em cố gắng cải thiện bản thân và mở lòng hơn.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Nhờ clip em nhìn ra khuyết điểm của bản thân và muốn thay đổi.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Cảm ơn anh đã truyền cảm hứng để em nhận ra mình cần gì trong tương lai.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Nghe xong em hiểu cần kiên nhẫn với chính mình để trưởng thành.,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Mới ra trường em stress nhưng nhờ chia sẻ này em vượt qua được.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Em luôn mơ hồ về năng lực của chính mình và kỹ năng sống.,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Bạn này thiếu bản lĩnh và sự thích nghi. Đi làm việc không ai làm hài lòng bạn cả mà bạn phải tập làm hài lòng người khác và phải có thái độ cầu tiến.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Em có đam mê nhưng không có điều kiện nên đành bẻ lái kiếm nhiều tiền rồi quay lại đam mê.,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"E nhìn thấy bản thân trong câu chuyện của bạn ấy, và nhờ anh chia sẻ e mới nhận ra được vấn đề của bản thân mình sau gần 7 năm trượt dài.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Thật may mắn khi em đã tìm được cái mình thích cái mình giỏi nhưng lại chưa thể làm được.,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Cuộc sống vốn dĩ đã khó cân bằng , nhưng để cân bằng đc nó thì đó là 1 bài toán khó chưa có lời giải đáp, mình cũng đang trong tình trạng đó .",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Mình giờ mình còn chẳng khát khao tìm câu trả lời nữa.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Sau đó em dành thời gian để nhìn nhận lại bên trong mình, liệu bản thân mình thích gì, cần gì, mình mạnh điểm nào, yếu điểm nào.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Hôm nay e đang rất rối, đang buồn 1 số việc. Vô tình nghe đc bài giảng của a e cảm thấy thật sự vô cùng ý nghĩa.",1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"Hãy suy nghĩ đơn giản, không có công việc nào mà không mệt, không mệt thân thì mệt não.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Em hiện đang học năm cuối cấp 3, cái khiến em suy nghĩ và cảm thấy mơ hồ chính là thế mạnh của mình.",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Mọi thứ cũng không biết nên bắt đầu từ đâu, làm lại như thế nào và ...",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em muốn học ngành tâm lí học nhưng em cảm thấy mọi thứ mơ hồ và Không biết phải như thế nào.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Thật sự muốn kiếm được đam mê thật là khó.,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Em công nhận anh nói chuyện rất thuyết phục bằng chứng là đã khiến em nhấn đăng ký.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Em cảm thấy mình còn thiếu bản lĩnh  và kĩ năng của bản thân.,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Em đang đỗ lỗi cho cấp trên vì đã không có chương trình đào tạo cho em để em có thể tiến bộ.,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Em đang mơ hồ về công việc của mình, sự nghiệp của mình. Không biết nên lựa sự nghiệp như thế nào.",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em mơ màng về ngành học của mình ở đại học hầu như suốt thời gian đầu mà em đi học đại học.,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Em cũng chưa biết tương lai em sẽ làm gì nữa. Mỗi lần nghĩ đến tương lai thì em lại cảm thấy rất mơ hồ.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Em đang sát gần tới cuộc thi THPTQG rồi, em hiện đang có một sự say mê với một lĩnh vực của riêng mình rồi, cơ mà em vẫn bị gia đình chi phối.",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"em đã đi làm từ hè lớp 10 và nghiệt ngã hơn anh nào rất nhiều =)),mong anh tìm đc đúng con đường của mình.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Ở đâu cũng có chính trị và phe phái hết.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vấn đề tất cả nằm ở bản thân em. Không chịu thay đổi không chịu cố gắng.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Em đang sát gần tới cuộc thi THPTQG rồi... em sợ là mình sẽ phí hoài tuổi trẻ của mình.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Em đang vướng vào tình trạng giống hệt bạn ấy :( thực sự giờ em khá là bế tắc, khủng hoảng, vô định hướng trong nghề nghiệp.",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Em vẫn còn đổi lỗi cho hoàn cảnh dù không nhiều như trước, khi mình phán xét người khác thì mình lên nhìn vào bản thân mình đầu tiên.",0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Đang máu lửa với công việc. Chúc các bạn thành công!,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Đồng cảm thật sự. Y chang mình hiện tại.,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Biết ơn anh Trí rất nhiều. Hãy tự nhìn vào bên trong, ý thức, chất vấn, cảnh tỉnh bản thân mình.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Hôm nay là lần đầu dậy sớm... mọi thứ như tay trắng làm lại từ đầu...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em cũng có thời gian đổ lỗi... hiện tại dù vẫn chưa tìm ra hướng đi cho bản thân nhưng em vẫn cố gắng thích nghi.,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
Với bản thân em... sau khi em ra trường và đi xin việc làm thì em đã tạch phỏng vấn...,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
Mong anh cho nhiều những video như này để em có nhiều suy nghĩ hơn về cuộc sống...,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Nhờ dịch bệnh mình đã biết đến nhiều điều ,nhất là làm sao để tích lũy đầu tư cho tương lai.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
mình đã và đang tham gia vào cái ngành khó nhằn... có những lúc chán nản ê chề...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Cảm ơn anh rất nhiều. Em cũng suýt buông xuôi rồi.,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
em có một niềm tin kinh khủng là mình không đủ bản lĩnh hay kỷ luật để vượt qua bản thân.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"thật may vì vô tình nhấp được vào video này ạ! câu chuyện quá thật , quá đồng cảm luôn ạ.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Cảm ơn anh nhiều, em đang học sai ngành... em yêu sáng tạo và thiết kế...",0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
Mấy ngày trước trong mùa dịch em cũng đi tìm công việc rất nhiều và tìm không được...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
mình không biết bản thân mình thật sự giỏi về việc gì...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
em theo đúng đam mê của mình là bếp Âu nhưng... em nản quá anh.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em đang tự đổ lỗi cho bản thân anh ạ. Gần như em vẫn cứ chơi vơi...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
em băn khoăn liệu mình nên kiếm tiền để thực hiện ước mơ hay theo đuổi đam mê.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Em thấy câu hỏi này nó mong lung... em thấy chính mình mất phương hướng.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Chào a Trí, em cũng đang gặp bế tắc giống bạn ấy, e thất nghiệp...",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Ở thời điểm hiện tại em chỉ là sinh viên năm nhất... cảm giác mơ hồ về tương lai...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
nhan sắc thì ối giời ơi.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E tốt nghiệp cấp 3 năm 2018... giờ e đang rất là mông lung và stress...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Một bài giảng rất hay và thấm... áp lực rất nhiều...,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Mình 29 tuổi người cần thay đổi là chính bản thân mình.,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
Cứ tưởng mình rất tồi tệ... em tìm được cái nghề này...,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Em không biết em đi đúng hay sai. Em sợ em đi sai...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em đang khủng hoảng tâm lý và rất cần sự chia sẻ...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Cháu 18... cảm giác được khai sáng ra điều gì đó...,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Em năm nay 12, em đang mơ hồ về ngành học đại học...",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Cảm ơn bài chia sẻ... luôn đổ lỗi cho người khác...,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
Em đang tưởng tượng chính tương lai sau này của mình!,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Em cũng đang trong tình trạng như bạn này đồng cảm ạ.,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Không những like... Em nhìn ra được rất nhiều thứ.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Thật sự buồn khi em đang bị trường hợp như vậy ạ.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
24 tuổi ........ thất bại quá a ơi.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
hay lắm anh ơi... sau những khó khăn bản thân e đã mạnh mẽ hơn...,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
Nhờ video của anh mà em vững tin hơn...,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
"Thực sự em thấy không ổn, không còn biết mình muốn gì nữa.",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Fan ông béo mất phương hướng không hiểu bản thân huhu.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em chưa đi làm... em rối lắm em mệt lắm...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em cũng đang lâm vào tình trang như vậy... mình chả làm đc cái j.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em không thể kiên trì tự học tập... đổ lỗi...,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Đúng vại! Phải có nhan sắc!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Đúng là mình đang tìm cách đổ lỗi... Cảm ơn anh vì đã đánh thức em.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Video chốt sales/bán khóa học rất hay nhưng chưa thấy chỉ dẫn hữu ích.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Giờ mới hiểu sau bao năm làm nhiều thứ mình muốn.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Bài phân tích cô đọng, dễ hiểu, sâu sắc. Cảm ơn bạn.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Video thật ý nghĩa trên chặng đường tương lai.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cảm ơn anh, hãy nuôi dưỡng sự ổn định từ bên trong.",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Quyết định đứng lên sửa sai sau 4 năm học sai ngành.,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
Làm sao để biết mình thích gì và muốn gì.,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Thiếu điểm vào trường, tự trách rồi được thức tỉnh.",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
Đang theo đuổi đam mê nhưng chưa biết kiếm tiền.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em đang mông lung về đam mê và bế tắc.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Sau khi đi làm vẫn chưa biết mục đích tiếp theo.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Đang trong giai đoạn mông lung sự nghiệp.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Tự trách vì không cố gắng và sợ học lại.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Nghe anh như tát vào mặt nhưng rất bổ ích.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Rất hay và ý nghĩa, cảm ơn người thầy.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Em rất hoang mang về định hướng nghề nghiệp.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Bài chia sẻ giúp em nhận ra vấn đề của mình.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Em mơ hồ về tương lai và thấy hoảng.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Video rất hay và đúng lúc em cần nghe.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Quảng cáo sách dỏm.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Em muốn tham gia khóa học ở cuối video thì phải làm sao.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Em rất hoang mang về định hướng nghề nghiệp mới.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Bài viết bổ ích giúp em nhận ra vấn đề.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Quá giống câu chuyện của em, em mông lung quá.",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em rất mơ hồ về việc mình thích làm gì.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Thực sự rất thích video này.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Em cảm thấy hoảng và mơ hồ về tương lai.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Video rất hay và đúng những gì em cần.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Quảng cáo sách dỏm.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Em nhận ra mình từng đổ lỗi sau thất bại.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Em tự nhận mình hay đổ lỗi và tự ti.,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
Một sản phẩm chất lượng.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Tuổi trẻ chênh vênh và chưa hiểu bản thân.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em đang mất ý chí cầu tiến.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Cảm ơn anh, những chia sẻ rất gần gũi.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Nghe thấm từng câu từng chữ.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Đúng những gì em cần nghe lúc này.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
